"","Zipcode","State","City","Application","Approval","Lat","Long"
"925","18947","PA","PIPERSVILLE",147,145,40.43014,-75.1172
"926","18951","PA","QUAKERTOWN",5,3,40.452525,-75.221391
"927","18964","PA","SOUDERTON",512,506,40.288379,-75.341026
"928","18966","PA","SOUTHAMPTON",5,3,40.186758,-75.007099
"929","18968","PA","SPINNERSTOWN",5,3,40.328645,-75.10278
"930","18969","PA","TELFORD",450,448,40.325792,-75.380495
"931","18974","PA","WARMINSTER",1133,1110,40.208476,-75.040613
"932","18976","PA","WARRINGTON",15,7,40.244807,-75.142587
"933","19001","PA","ABINGTON",497,491,40.123805,-75.114767
"934","19002","PA","AMBLER",616,605,40.180876,-75.215621
"935","19003","PA","ARDMORE",152,147,39.998811,-75.30793
"936","19004","PA","BALA CYNWYD",917,790,40.013811,-75.228224
"937","19006","PA","HUNTINGDON VALLEY",15,9,40.1284,-75.060665
"938","19007","PA","BRISTOL",910,896,40.115859,-74.853608
"939","19008","PA","BROOMALL",15,9,39.972965,-75.365635
"940","19009","PA","BRYN ATHYN",5,3,40.135012,-75.062292
"941","19010","PA","BRYN MAWR",328,324,39.955561,-75.344833
"942","19013","PA","CHESTER",1084,1068,39.878817,-75.437102
"943","19014","PA","ASTON",15,9,39.866766,-75.398537
"944","19018","PA","CLIFTON HEIGHTS",5,3,39.921562,-75.29503
"945","19018","PA","SECANE",5,3,39.921562,-75.29503
"946","19020","PA","BENSALEM",750,731,40.125609,-74.994262
"947","19022","PA","CRUM LYNNE",304,302,39.898162,-75.319632
"948","19023","PA","COLLINGDALE",5,3,39.917562,-75.269628
"949","19023","PA","DARBY",5,3,39.917562,-75.269628
"950","19025","PA","DRESHER",16,9,40.162403,-75.409776
"951","19026","PA","DREXEL HILL",148,146,39.937562,-75.307731
"952","19027","PA","ELKINS PARK",309,305,40.07501,-75.131518
"953","19030","PA","FAIRLESS HILLS",1249,1064,40.177087,-74.829107
"954","19031","PA","FLOURTOWN",6,4,40.106805,-75.215071
"955","19033","PA","FOLSOM",10,6,39.890962,-75.327282
"956","19034","PA","FORT WASHINGTON",2413,2259,40.130959,-75.207437
"957","19035","PA","GLADWYNE",5,3,40.04486,-75.280686
"958","19038","PA","GLENSIDE",428,419,40.101109,-75.17802
"959","19040","PA","HATBORO",10,5,40.182406,-75.106265
"960","19041","PA","HAVERFORD",513,506,40.002911,-75.321632
"961","19044","PA","HORSHAM",1695,1669,40.191808,-75.150577
"962","19046","PA","JENKINTOWN",763,605,40.09796,-75.107767
"963","19047","PA","LANGHORNE",1610,1377,40.289021,-75.065486
"964","19050","PA","LANSDOWNE",5,3,39.914562,-75.29458
"965","19052","PA","LENNI",5,3,39.894161,-75.445589
"966","19053","PA","FEASTERVILLE",15,9,40.15468,-74.990378
"967","19053","PA","FEASTERVILLE TREVOSE",1147,1126,40.15468,-74.990378
"968","19053","PA","TREVOSE",191,185,40.15468,-74.990378
"969","19054","PA","LEVITTOWN",5,3,40.174246,-74.821857
"970","19057","PA","LEVITTOWN",22,11,40.143309,-74.846373
"971","19061","PA","BOOTHWYN",5,3,39.85091,-75.418228
"972","19061","PA","MARCUS HOOK",630,626,39.85091,-75.418228
"973","19063","PA","MEDIA",578,566,39.918804,-75.399118
"974","19064","PA","SPRINGFIELD",187,182,39.931858,-75.341583
"975","19067","PA","MORRISVILLE",359,342,40.208408,-74.82914
"976","19067","PA","YARDLEY",15,9,40.208408,-74.82914
"977","19072","PA","NARBERTH",5,3,40.020911,-75.259975
"978","19073","PA","NEWTOWN SQUARE",6612,6152,39.955409,-75.40172
"979","19076","PA","PROSPECT PARK",186,182,39.885984,-75.307231
"980","19081","PA","SWARTHMORE",297,295,39.897162,-75.344083
"981","19082","PA","UPPER DARBY",186,182,39.951662,-75.285429
"982","19083","PA","HAVERTOWN",20,11,39.974861,-75.312081
"983","19085","PA","VILLANOVA",457,455,40.027909,-75.369458
"984","19087","PA","RADNOR",1750,1732,39.98596,-75.370934
"985","19087","PA","ST DAVIDS",5,3,39.98596,-75.370934
"986","19087","PA","WAYNE",7009,6727,39.98596,-75.370934
"987","19090","PA","WILLOW GROVE",10,6,40.161856,-75.10897
"988","19095","PA","WYNCOTE",10,5,40.08561,-75.151569
"989","19096","PA","WYNNEWOOD",364,351,40.051411,-75.164822
"990","19102","PA","PHILADELPHIA",2033,1812,39.952562,-75.166472
"991","19103","PA","PHILADELPHIA",9459,8969,40.003361,-75.186822
"992","19104","PA","PHILADELPHIA",1930,1772,39.960912,-75.19668
"993","19105","PA","PHILADELPHIA",5,3,40.001811,-75.11787
"994","19106","PA","PHILADELPHIA",921,886,39.950004,-75.150071
"995","19107","PA","PHILADELPHIA",1942,1869,39.962612,-75.162871
"996","19111","PA","PHILADELPHIA",854,844,40.06317,-75.081317
"997","19112","PA","PHILADELPHIA",1449,1425,39.892213,-75.179623
"998","19113","PA","PHILADELPHIA",502,500,39.869958,-75.277458
"999","19114","PA","PHILADELPHIA",498,489,40.019816,-75.065617
"1000","19115","PA","PHILADELPHIA",15,8,40.07841,-75.045065
"1001","19116","PA","PHILADELPHIA",15,7,40.104709,-75.006771
"1002","19118","PA","PHILADELPHIA",5,3,40.07231,-75.203371
"1003","19119","PA","PHILADELPHIA",5,3,40.068142,-75.123024
"1004","19120","PA","PHILADELPHIA",181,179,40.031611,-75.119019
"1005","19122","PA","PHILADELPHIA",1343,1332,39.977462,-75.141271
"1006","19123","PA","PHILADELPHIA",240,174,39.98238,-75.115369
"1007","19124","PA","PHILADELPHIA",741,695,40.021561,-75.093668
"1008","19125","PA","PHILADELPHIA",5,3,39.977262,-75.13292
"1009","19126","PA","PHILADELPHIA",15,8,40.061411,-75.131769
"1010","19127","PA","PHILADELPHIA",10,5,40.024761,-75.222473
"1011","19128","PA","PHILADELPHIA",5,3,40.049111,-75.178489
"1012","19130","PA","PHILADELPHIA",1254,1240,40.001161,-75.169671
"1013","19131","PA","PHILADELPHIA",197,189,39.996811,-75.207774
"1014","19133","PA","PHILADELPHIA",10,6,39.992562,-75.13732
"1015","19134","PA","PHILADELPHIA",5,3,39.994662,-75.107969
"1016","19135","PA","PHILADELPHIA",5,3,40.017061,-75.098618
"1017","19140","PA","PHILADELPHIA",21,11,40.014861,-75.128302
"1018","19141","PA","PHILADELPHIA",1221,1209,40.009611,-75.15032
"1019","19143","PA","PHILADELPHIA",11,6,39.957312,-75.187023
"1020","19146","PA","PHILADELPHIA",501,493,39.945112,-75.175822
"1021","19147","PA","PHILADELPHIA",117,12,39.936212,-75.155973
"1022","19148","PA","PHILADELPHIA",15,8,39.950362,-75.155371
"1023","19149","PA","PHILADELPHIA",16,10,40.024361,-75.081668
"1024","19152","PA","PHILADELPHIA",5,3,40.014011,-75.086818
"1025","19154","PA","PHILADELPHIA",15,9,40.084017,-75.018265
"1026","19170","PA","PHILADELPHIA",5,3,40.001811,-75.11787
"1027","19173","PA","PHILADELPHIA",5,3,40.001811,-75.11787
"1028","19192","PA","PHILADELPHIA",839,836,39.951112,-75.167622
"1029","19301","PA","PAOLI",15,8,40.040057,-75.488793
"1030","19311","PA","AVONDALE",5,3,39.866821,-75.839686
"1031","19312","PA","BERWYN",733,672,40.030058,-75.45644
"1032","19317","PA","CHADDS FORD",1005,983,39.865567,-75.557698
"1033","19320","PA","COATESVILLE",5,3,39.968862,-75.829163
"1034","19331","PA","CONCORDVILLE",186,182,39.882274,-75.516529
"1035","19333","PA","DEVON",5,3,40.042623,-75.42746
"1036","19335","PA","DOWNINGTOWN",182,180,40.031265,-75.722614
"1037","19341","PA","EXTON",10236,9205,40.049852,-75.637035
"1038","19341","PA","WILMINGTON",5,3,40.049852,-75.637035
"1039","19348","PA","KENNETT SQUARE",3742,3629,39.867864,-75.716333
"1040","19350","PA","LANDENBERG",5,3,39.771506,-75.799761
"1041","19352","PA","LINCOLN UNIVERSITY",147,145,39.778703,-75.88758
"1042","19355","PA","MALVERN",8544,8180,40.02951,-75.713599
"1043","19380","PA","WEST CHESTER",1227,1204,39.980107,-75.610503
"1044","19382","PA","CHESTER",5,3,39.912284,-75.630235
"1045","19382","PA","WEST CHESTER",309,264,39.912284,-75.630235
"1046","19383","PA","WEST CHESTER",474,472,39.94545,-75.602401
"1047","19390","PA","WEST GROVE",5,3,39.841367,-75.847944
"1048","19401","PA","EAST NORRITON",685,680,40.149154,-75.356627
"1049","19401","PA","NORRISTOWN",934,864,40.149154,-75.356627
"1050","19403","PA","AUDUBON",466,456,40.124886,-75.357027
"1051","19403","PA","EAGLEVILLE",181,179,40.124886,-75.357027
"1052","19403","PA","NORRISTOWN",745,730,40.124886,-75.357027
"1053","19406","PA","KING OF PRUSSIA",7809,7058,40.179242,-75.388022
"1054","19422","PA","BLUE BELL",2080,1961,40.15755,-75.279941
"1055","19425","PA","CHESTER SPRINGS",5,3,40.103858,-75.639994
"1056","19426","PA","COLLEGEVILLE",465,457,40.236083,-75.430272
"1057","19428","PA","CONSHOHOCKEN",2687,2523,40.082509,-75.304377
"1058","19428","PA","WEST CONSHOHOCKEN",5,3,40.082509,-75.304377
"1059","19438","PA","HARLEYSVILLE",431,382,40.274188,-75.395188
"1060","19440","PA","HATFIELD",31,19,40.28202,-75.358491
"1061","19440","PA","LANSDALE",181,179,40.28202,-75.358491
"1062","19442","PA","KIMBERTON",5,3,40.146549,-75.617739
"1063","19443","PA","KULPSVILLE",5,3,40.241004,-75.34392
"1064","19446","PA","LANSDALE",1512,1328,40.224245,-75.29156
"1065","19454","PA","NORTH WALES",1972,1844,40.220106,-75.237877
"1066","19456","PA","OAKS",378,338,40.133355,-75.453631
"1067","19460","PA","PHOENIXVILLE",353,339,40.128175,-75.541769
"1068","19462","PA","PLYMOUTH MEETING",1941,1747,40.137759,-75.352751
"1069","19462","PA","PLYMOUTH ROAD",5,3,40.137759,-75.352751
"1070","19468","PA","LIMERICK",5,3,40.20894,-75.490215
"1071","19468","PA","ROYERSFORD",5,3,40.20894,-75.490215
"1072","19477","PA","SPRING HOUSE",329,324,40.185934,-75.232407
"1073","19482","PA","VALLEY FORGE",5,3,40.080323,-75.455408
"1074","19486","PA","WEST POINT",5,3,40.203291,-75.301918
"1075","19510","PA","BLANDON",10,6,40.371492,-75.887797
"1076","19518","PA","DOUGLASSVILLE",788,784,40.365322,-75.848729
"1077","19530","PA","KUTZTOWN",307,300,40.473382,-75.775241
"1078","19533","PA","LEESPORT",5,3,40.420446,-75.85715
"1079","19543","PA","MORGANTOWN",5,3,40.367731,-75.89161
"1080","19601","PA","READING",5,3,40.357242,-75.940153
"1081","19602","PA","READING",5,3,40.326546,-75.915919
"1082","19603","PA","READING",1013,1006,40.388442,-75.963055
"1083","19605","PA","READING",558,548,40.404942,-75.941603
"1084","19606","PA","READING",203,155,40.335119,-75.874976
"1085","19607","PA","READING",191,185,40.299463,-75.987606
"1086","19610","PA","READING",191,185,40.338017,-75.978006
"1087","19610","PA","WYOMISSING",5,3,40.338017,-75.978006
"1088","19611","PA","READING",552,543,40.303892,-75.938853
"1089","19611","PA","W READING",5,3,40.303892,-75.938853
"1090","19611","PA","WEST READING",480,474,40.303892,-75.938853
"1091","19612","PA","READING",396,394,40.4389,-75.885303
"1092","19701","DE","BEAR",840,713,39.594736,-75.693903
"1093","19702","DE","NEWARK",2335,1985,39.614737,-75.701277
"1094","19703","DE","CLAYMONT",5,3,39.80379,-75.45814
"1095","19707","DE","HOCKESSIN",5,3,39.635202,-75.680897
"1096","19709","DE","MIDDLETOWN",751,630,39.485721,-75.677535
"1097","19711","DE","NEWARK",1111,985,39.668282,-75.688489
"1098","19713","DE","NEWARK",4407,4143,39.665662,-75.719349
"1099","19714","DE","NEWARK",148,146,39.564499,-75.597047
"1100","19716","DE","NEWARK",675,673,39.564499,-75.597047
"1101","19718","DE","NEWARK",5,3,39.564499,-75.597047
"1102","19720","DE","NEW CASTLE",1780,1549,39.592895,-75.651466
"1103","19801","DE","WILMINGTON",6501,5747,39.727113,-75.547844
"1104","19801","NY","NEW YORK",5,3,39.727113,-75.547844
"1105","19801","OH","MASON",5,3,39.727113,-75.547844
"1106","19802","DE","WILMINGTON",6,3,39.71987,-75.593512
"1107","19803","DE","WILMINGTON",1386,1286,39.79936,-75.531694
"1108","19804","DE","WILMINGTON",21,13,39.759577,-75.617198
"1109","19805","DE","WILMINGTON",739,727,39.743107,-75.593447
"1110","19806","DE","WILMINGTON",15,9,39.758562,-75.568745
"1111","19807","DE","GREENVILLE",1676,1667,39.794943,-75.616134
"1112","19807","DE","GREENVILLE PIKE",5,2,39.794943,-75.616134
"1113","19807","DE","WILMINGTON",1521,1265,39.794943,-75.616134
"1114","19808","DE","WILMINGTON",2693,2443,39.735912,-75.664729
"1115","19809","DE","WILMINGTON",4848,4699,39.764712,-75.506892
"1116","19810","DE","WILMINGTON",908,829,39.763961,-75.527812
"1117","19850","DE","WILMINGTON",181,179,39.564499,-75.597047
"1118","19898","DE","WILMINGTON",5,3,39.564499,-75.597047
"1119","19901","DE","DOVER",750,697,39.156376,-75.49549
"1120","19904","DE","DOVER",30,18,39.160542,-75.597381
"1121","19934","DE","CAMDEN",10,6,39.086921,-75.612286
"1122","19934","DE","CAMDEN WYOMING",5,3,39.086921,-75.612286
"1123","19934","DE","WYOMING",376,374,39.086921,-75.612286
"1124","19940","DE","DELMAR",5,3,38.631744,-75.324585
"1125","19947","DE","GEORGETOWN",15,9,38.632891,-75.334263
"1126","19952","DE","HARRINGTON",235,233,38.912195,-75.611322
"1127","19958","DE","LEWES",247,239,38.65536,-75.325612
"1128","19966","DE","MILLSBORO",5,3,38.659458,-75.24641
"1129","19973","DE","SEAFORD",339,330,38.659891,-75.380454
"1130","19977","DE","SMYRNA",5,3,39.194026,-75.565131
"1131","20001","DC","WASHINGTON",3247,3151,38.911936,-77.016719
"1132","20002","DC","WASHINGTON",2660,2564,38.908218,-76.982147
"1133","20003","DC","WASHINGTON",220,186,38.860315,-76.988897
"1134","20004","DC","WASHINGTON",6092,5752,38.892247,-77.019477
"1135","20005","DC","WASHINGTON",5764,5600,38.904011,-77.031695
"1136","20006","DC","WASHINGTON",4387,4166,38.897131,-77.041248
"1137","20007","DC","WASHINGTON",3773,3524,38.914561,-77.075649
"1138","20007","DC","WASHINGTON DC",5,3,38.914561,-77.075649
"1139","20008","DC","WASHINGTON",45,26,38.93521,-77.060399
"1140","20009","DC","WASHINGTON",1066,1025,38.919261,-77.039798
"1141","20010","DC","WASHINGTON",1274,1262,38.932711,-77.030248
"1142","20011","DC","WASHINGTON",33,17,38.95261,-77.017898
"1143","20012","DC","WASHINGTON",196,187,38.980231,-77.026298
"1144","20013","DC","WASHINGTON",729,727,38.893311,-77.014647
"1145","20015","DC","WASHINGTON",36,21,38.96926,-77.070949
"1146","20016","DC","WASHINGTON",2058,1935,38.93826,-77.091149
"1147","20017","DC","WASHINGTON",1183,1171,38.93846,-76.993068
"1148","20018","DC","WASHINGTON",16,9,38.93056,-76.977953
"1149","20019","DC","WASHINGTON",5,3,38.891561,-76.939396
"1150","20020","DC","WASHINGTON",10,5,38.85761,-76.971547
"1151","20024","DC","WASHINGTON",1233,1211,38.876494,-77.022948
"1152","20032","DC","WASHINGTON",315,309,38.8368,-76.997697
"1153","20036","DC","WASHINGTON",7048,6681,38.900659,-77.039914
"1154","20037","DC","WASHINGTON",3108,3015,38.918903,-77.061781
"1155","20045","DC","WASHINGTON",5,3,38.896599,-77.0319
"1156","20049","DC","WASHINGTON",395,393,38.895911,-77.020998
"1157","20052","DC","WASHINGTON",411,408,38.90014,-77.047899
"1158","20056","DC","WASHINGTON",5,3,38.893311,-77.014647
"1159","20057","DC","WASHINGTON",514,471,38.893311,-77.014647
"1160","20059","DC","WASHINGTON",883,880,38.893311,-77.014647
"1161","20062","DC","WASHINGTON",5,3,38.900009,-77.036948
"1162","20064","DC","WASHINGTON",774,771,38.933161,-76.996348
"1163","20071","DC","WASHINGTON",104,101,38.893311,-77.014647
"1164","20105","VA","ALDIE",877,857,38.957718,-77.60375
"1165","20108","VA","MANASSAS",5,3,38.744685,-77.487162
"1166","20109","VA","MANASSAS",2397,2317,38.763215,-77.493092
"1167","20110","VA","BOSTON",5,3,38.749207,-77.487762
"1168","20110","VA","MANASSAS",2785,2748,38.749207,-77.487762
"1169","20112","VA","MANASSAS",10,6,38.770864,-77.449443
"1170","20115","VA","MARSHALL",5,3,38.840456,-77.891136
"1171","20117","VA","MIDDLEBURG",5,3,39.029599,-77.693844
"1172","20120","VA","CENTREVILLE",699,516,38.84479,-77.46701
"1173","20121","VA","CENTREVILLE",1288,1189,38.819513,-77.45576
"1174","20124","VA","CLIFTON",305,302,38.781809,-77.381808
"1175","20136","VA","BRISTOW",5,3,38.734255,-77.547383
"1176","20138","VA","CALVERTON",5,3,38.633774,-77.686868
"1177","20144","MD","COLUMBIA",5,3,38.911315,-77.967401
"1178","20146","VA","ASHBURN",5,3,39.085309,-77.645224
"1179","20147","VA","ASHBURN",15596,13404,39.037339,-77.480542
"1180","20148","VA","ASHBURN",3503,2991,39.014196,-77.528452
"1181","20148","VA","BROADLANDS",192,185,39.014196,-77.528452
"1182","20148","VA","BROADLANS",5,2,39.014196,-77.528452
"1183","20151","VA","CHANTILLY",19421,17050,38.88668,-77.44566
"1184","20152","VA","CHANTILLY",2097,2030,38.897591,-77.509174
"1185","20152","VA","SOUTH RIDING",573,568,38.897591,-77.509174
"1186","20155","VA","GAINESVILLE",201,190,38.815714,-77.621613
"1187","20164","VA","STERLING",4789,3938,39.023047,-77.399367
"1188","20165","VA","STERLING",2951,2607,39.047157,-77.386647
"1189","20166","VA","DULLES",2573,2216,38.981387,-77.472333
"1190","20166","VA","STERLING",14910,12892,38.981387,-77.472333
"1191","20169","VA","HAYMARKET",5,3,38.867441,-77.644539
"1192","20170","VA","HERNDON",23517,21294,38.983887,-77.367457
"1193","20171","VA","HERNDON",29397,25978,38.92518,-77.39284
"1194","20175","VA","LEESBURG",20,11,39.041987,-77.605404
"1195","20176","VA","LEESBURG",3246,2959,39.119727,-77.603458
"1196","20186","VA","WARRENTON",15,9,38.689832,-77.836115
"1197","20187","VA","WARRENTON",5,3,38.715296,-77.741696
"1198","20190","VA","RESTON",13907,13235,38.96146,-77.3418
"1199","20191","VA","RESTON",14056,13208,38.93181,-77.352718
"1200","20197","VA","WATERFORD",5,3,39.188205,-77.630013
"1201","20201","DC","WASHINGTON",5,3,38.893311,-77.014647
"1202","20433","DC","WASHINGTON",5,3,38.899996,-77.041976
"1203","20551","DC","WASHINGTON",156,154,38.891995,-77.045219
"1204","20601","MD","WALDORF",5,2,38.603783,-76.867928
"1205","20602","MD","WALDORF",5,3,38.518559,-76.912165
"1206","20603","MD","WALDORF",5,2,38.52115,-77.062012
"1207","20622","MD","CHARLOTTE HALL",5,3,38.484421,-76.754943
"1208","20636","MD","HOLLYWOOD",645,643,38.342437,-76.569163
"1209","20639","MD","HUNTINGTOWN",5,3,38.519368,-76.546326
"1210","20646","MD","LA PLATA",240,236,38.513875,-77.01034
"1211","20686","MD","SAINT MARYS CITY",6,4,38.188796,-76.420738
"1212","20686","MD","ST MARY S CITY",5,3,38.188796,-76.420738
"1213","20689","MD","SUNDERLAND",5,3,38.556448,-76.541436
"1214","20701","MD","ANNAPOLIS JUNCTION",15,8,39.1332,-76.798843
"1215","20705","MD","BELTSVILLE",63,35,39.044858,-76.886795
"1216","20705","MD","CALVERTON",15,9,39.044858,-76.886795
"1217","20705","MD","COLUMBIA",5,3,39.044858,-76.886795
"1218","20706","MD","LANHAM",529,508,38.96076,-76.856135
"1219","20707","MD","LAUREL",1451,1427,39.093136,-76.881945
"1220","20708","MD","LAUREL",5,3,39.049859,-76.834493
"1221","20715","MD","BOWIE",2927,2911,38.982612,-76.74379
"1222","20716","MD","BOWIE",973,824,38.926311,-76.709789
"1223","20721","MD","BOWIE",5,3,38.919357,-76.787141
"1224","20723","MD","LAUREL",503,501,39.13652,-76.868729
"1225","20735","MD","CLINTON",25,14,38.739765,-76.912096
"1226","20737","MD","RIVERDALE",15,9,38.963206,-76.917795
"1227","20740","MD","COLLEGE PARK",476,464,38.979495,-76.895852
"1228","20742","MD","COLLEGE PARK",788,780,38.833563,-76.877743
"1229","20743","MD","CAPITOL HEIGHTS",20,11,38.889711,-76.892544
"1230","20744","MD","FORT WASHINGTON",11,5,38.757114,-76.977596
"1231","20745","MD","OXON HILL",197,188,38.814362,-76.957746
"1232","20746","MD","SUITLAND",5,2,38.834912,-76.912745
"1233","20748","MD","TEMPLE HILLS",5,2,38.817263,-76.935795
"1234","20759","MD","FULTON",2085,2023,39.160806,-76.927881
"1235","20763","MD","SAVAGE",186,182,39.136189,-76.815044
"1236","20768","MD","GREENBELT",6,4,38.833563,-76.877743
"1237","20770","MD","GREENBELT",2576,2418,38.995909,-76.880966
"1238","20774","MD","UPPER MARLBORO",17,8,38.868212,-76.815591
"1239","20781","MD","EDMONSTON",5,3,38.94161,-76.937446
"1240","20781","MD","HYATTSVILLE",162,153,38.94161,-76.937446
"1241","20782","MD","HYATTSVILLE",773,703,38.912211,-76.967247
"1242","20783","MD","HYATTSVILLE",5,3,39.000509,-76.972297
"1243","20785","MD","HYATTSVILLE",559,549,38.922261,-76.875494
"1244","20785","MD","LANDOVER",5,3,38.922261,-76.875494
"1245","20794","MD","JESSUP",226,216,39.155266,-76.813394
"1246","20812","MD","GLEN ECHO",5,2,38.96851,-77.140801
"1247","20814","MD","BETHESDA",5507,5353,39.00452,-77.1046
"1248","20815","MD","CHEVY CHASE",1324,1189,38.983759,-77.079449
"1249","20816","MD","BETHESDA",16,9,38.955907,-77.1165
"1250","20817","MD","BETHESDA",3000,2822,38.989586,-77.153801
"1251","20832","MD","OLNEY",10,6,39.150364,-77.077651
"1252","20841","MD","BOYDS",240,235,39.184675,-77.328764
"1253","20850","MD","ROCKVILLE",16231,15514,39.089557,-77.184127
"1254","20851","MD","ROCKVILLE",5,3,39.077858,-77.125751
"1255","20852","MD","NORTH BETHESDA",6,3,39.052158,-77.121096
"1256","20852","MD","ROCKVILLE",2414,2308,39.052158,-77.121096
"1257","20853","MD","ROCKVILLE",5,3,39.107357,-77.0996
"1258","20854","MD","POTOMAC",880,865,39.029839,-77.234792
"1259","20854","MD","ROCKVILLE",5,2,39.029839,-77.234792
"1260","20855","MD","DERWOOD",371,312,39.142857,-77.138145
"1261","20855","MD","ROCKVILLE",763,753,39.142857,-77.138145
"1262","20861","MD","ASHTON",5,3,39.151468,-76.994498
"1263","20866","MD","BURTONSVILLE",157,151,39.105644,-76.935861
"1264","20871","MD","CLARKSBURG",881,729,39.207775,-77.259816
"1265","20872","MD","DAMASCUS",5,3,39.285477,-77.215203
"1266","20874","MD","GAITHERSBURG",5,3,39.135512,-77.282223
"1267","20874","MD","GERMANTOWN",1856,1708,39.135512,-77.282223
"1268","20876","MD","GERMANTOWN",2606,2479,39.210218,-77.239729
"1269","20877","MD","GAITHERSBURG",3639,3452,39.139336,-77.182953
"1270","20877","MD","ROCKVILLE",5,3,39.139336,-77.182953
"1271","20878","MD","GAITHERSBURG",4175,4121,39.091857,-77.198452
"1272","20879","MD","GAITHERSBURG",1336,1203,39.173,-77.185542
"1273","20882","MD","GAITHERSBURG",5,2,39.233512,-77.145781
"1274","20886","MD","MONTGOMERY VILLAGE",15,8,39.175703,-77.18725
"1275","20892","MD","BETHESDA",1245,1128,39.002375,-77.10341
"1276","20895","MD","KENSINGTON",15,8,39.09538,-77.111555
"1277","20901","MD","SILVER SPRING",10,6,39.036289,-77.010948
"1278","20902","MD","SILVER SPRING",420,412,39.039974,-77.044449
"1279","20903","MD","SILVER SPRING",6,4,39.015209,-76.980597
"1280","20904","MD","SILVER SPRING",261,247,39.066844,-76.996866
"1281","20906","MD","SILVER SPRING",181,179,39.083978,-77.061278
"1282","20910","MD","SILVER SPRING",3668,3549,39.003109,-77.029648
"1283","20912","MD","TAKOMA PARK",658,650,38.98236,-77.005798
"1284","21009","MD","ABINGDON",13,7,39.472579,-76.277279
"1285","21014","MD","BEL AIR",182,180,39.547557,-76.321984
"1286","21015","MD","BEL AIR",15,9,39.551757,-76.298713
"1287","21017","MD","BELCAMP",324,322,39.47366,-76.238835
"1288","21029","MD","CLARKSVILLE",325,314,39.212456,-76.951498
"1289","21030","MD","COCKEYSVILLE",374,316,39.491227,-76.664077
"1290","21030","MD","HUN VALLEY",5,3,39.491227,-76.664077
"1291","21030","MD","HUNT VALLEY",157,151,39.491227,-76.664077
"1292","21031","MD","HUNT VALLEY",1637,1534,39.480493,-76.655257
"1293","21035","MD","DAVIDSONVILLE",10,6,39.04296,-76.62863
"1294","21040","MD","EDGEWOOD",186,182,39.434799,-76.293579
"1295","21042","MD","ELLICOTT CITY",1014,830,39.261897,-76.897247
"1296","21043","MD","ELLICOTT CITY",1750,1569,39.254833,-76.800124
"1297","21044","MD","COLUMBIA",6696,6349,39.206132,-76.887905
"1298","21045","MD","COLUMBIA",3779,3585,39.207806,-76.825475
"1299","21046","MD","COLUMBIA",4550,4258,39.175406,-76.834945
"1300","21050","MD","FOREST HILL",5,3,39.587155,-76.392733
"1301","21060","MD","GLEN BURNIE",10,6,39.170158,-76.579836
"1302","21061","MD","GLEN BURNIE",255,244,38.967943,-76.615637
"1303","21075","MD","ELKRIDGE",1828,1597,39.205756,-76.753093
"1304","21076","MD","HANOVER",4953,4690,39.057694,-76.615557
"1305","21090","MD","LINTHICUM",554,544,39.068309,-76.631743
"1306","21090","MD","LINTHICUM HEIGHTS",555,413,39.068309,-76.631743
"1307","21093","MD","LUTHERVILLE",5,3,39.433206,-76.654593
"1308","21093","MD","LUTHERVILLE TIMONIUM",717,694,39.433206,-76.654593
"1309","21093","MD","TIMONIUM",176,165,39.433206,-76.654593
"1310","21104","MD","MARRIOTTSVILLE",5,3,39.378104,-76.916267
"1311","21108","MD","MILLERSVILLE",187,183,38.986961,-76.582479
"1312","21113","MD","ODENTON",5,2,38.975412,-76.586886
"1313","21114","MD","CROFTON",5,3,39.06436,-76.622577
"1314","21117","MD","OWINGS MILLS",1366,1263,39.429055,-76.787696
"1315","21122","MD","PASADENA",728,686,38.976813,-76.616185
"1316","21133","MD","RANDALLSTOWN",5,3,39.377872,-76.816675
"1317","21152","MD","SPARK",5,3,39.526441,-76.715587
"1318","21152","MD","SPARKS",16,10,39.526441,-76.715587
"1319","21152","MD","SPARKS GLENCOE",475,463,39.526441,-76.715587
"1320","21157","MD","WESTMINSTER",581,575,39.564201,-76.980701
"1321","21162","MD","WHITE MARSH",5,2,39.389457,-76.411976
"1322","21201","MD","BALTIMORE",1302,1271,39.296536,-76.623489
"1323","21202","MD","BALTIMORE",2713,2652,39.295907,-76.608438
"1324","21203","MD","BALTIMORE",50,5,39.284707,-76.620489
"1325","21204","MD","BALTIMORE",5,3,39.407156,-76.60379
"1326","21204","MD","TOWSON",1524,1500,39.407156,-76.60379
"1327","21205","MD","BALTIMORE",1227,1099,39.302757,-76.567987
"1328","21207","MD","GWYNN OAK",544,541,39.325605,-76.736594
"1329","21208","MD","PIKESVILLE",15,9,39.385156,-76.727036
"1330","21209","MD","BALTIMORE",1050,1043,39.354256,-76.667892
"1331","21210","MD","BALTIMORE",5,2,39.352356,-76.63329
"1332","21211","MD","BALTIMORE",25,15,39.327889,-76.63899
"1333","21212","MD","BALTIMORE",5,2,39.356206,-76.610989
"1334","21213","MD","BALTIMORE",693,689,39.306606,-76.603338
"1335","21215","MD","BALTIMORE",309,305,39.343306,-76.681192
"1336","21216","MD","BALTIMORE",11,6,39.310756,-76.674792
"1337","21217","MD","BALTIMORE",5,3,39.308606,-76.63749
"1338","21218","MD","BALTIMORE",1185,1164,39.328456,-76.599139
"1339","21220","MD","BALTIMORE",5,3,39.344057,-76.505086
