"","Zipcode","State","City","Application","Approval","Lat","Long"
"3304","43326","OH","KENTON",5,3,40.6401,-83.616923
"3305","43351","OH","UPPER SANDUSKY",5,3,40.828153,-83.313786
"3306","43402","OH","BOWLING GREEN",5,3,41.376449,-83.613714
"3307","43403","OH","BOWLING GREEN",955,952,41.39235,-83.648996
"3308","43416","OH","ELMORE",5,3,41.57267,-83.078075
"3309","43420","OH","FREMONT",16,9,41.35622,-83.133981
"3310","43465","OH","WALBRIDGE",5,2,41.462958,-83.49109
"3311","43502","OH","ARCHBOLD",5,3,41.578355,-84.25106
"3312","43506","OH","BRYAN",5,3,41.553851,-84.585209
"3313","43515","OH","DELTA",10,6,41.58568,-84.124257
"3314","43528","OH","HOLLAND",196,187,41.628501,-83.751138
"3315","43537","OH","MAUMEE",1062,1050,41.571251,-83.685036
"3316","43551","OH","PERRYSBURG",314,308,41.535057,-83.577701
"3317","43560","OH","SYLVANIA",15,9,41.6929,-83.727737
"3318","43567","OH","WAUSEON",5,3,41.59151,-84.178148
"3319","43570","OH","WEST UNITY",5,3,41.591453,-84.447033
"3320","43604","OH","TOLEDO",660,589,41.655798,-83.536833
"3321","43606","OH","TOLEDO",150,143,41.674099,-83.604535
"3322","43608","OH","TOLEDO",1231,1227,41.681648,-83.531983
"3323","43612","OH","TOLEDO",25,15,41.695847,-83.460181
"3324","43613","OH","TOLEDO",6,3,41.703548,-83.606235
"3325","43614","OH","TOLEDO",152,147,41.609041,-83.633941
"3326","43616","OH","OREGON",5,3,41.656948,-83.44433
"3327","43617","OH","TOLEDO",10,6,41.66765,-83.722437
"3328","43619","OH","NORTHWOOD",5,3,41.596099,-83.485681
"3329","43623","OH","TOLEDO",5,3,41.702949,-83.682686
"3330","43659","OH","TOLEDO",647,637,41.686778,-83.43943
"3331","43952","OH","STEUBENVILLE",457,451,40.349541,-80.746759
"3332","43953","OH","STEUBENVILLE",5,3,40.352418,-80.678099
"3333","43953","OH","WINTERSVILLE",5,3,40.352418,-80.678099
"3334","44004","OH","ASHTABULA",401,397,41.772583,-80.74349
"3335","44011","OH","AVON",15,9,41.448492,-82.019866
"3336","44012","OH","AVON LAKE",153,148,41.49674,-82.017527
"3337","44017","OH","BEREA",5,3,41.456905,-81.693019
"3338","44021","OH","BURTON",5,3,41.447117,-81.152938
"3339","44022","OH","CHAGRIN FALLS",5,3,41.449353,-81.431436
"3340","44023","OH","CHAGRIN FALLS",10,6,41.387203,-81.304222
"3341","44026","OH","CHESTERLAND",10,5,41.530351,-81.307472
"3342","44028","OH","COLUMBIA STATION",5,3,41.3056,-81.949111
"3343","44035","OH","ELYRIA",1062,1051,41.371396,-82.105112
"3344","44041","OH","GENEVA",5,3,41.736396,-80.785627
"3345","44052","OH","LORAIN",8,4,41.450991,-82.166534
"3346","44053","OH","LORAIN",5,3,41.425292,-82.218185
"3347","44056","OH","MACEDONIA",5,3,41.311288,-81.492511
"3348","44060","OH","MENTOR",294,285,41.679291,-81.328779
"3349","44070","OH","NORTH OLMSTED",311,306,41.417347,-81.922461
"3350","44074","OH","OBERLIN",552,550,41.294649,-82.227628
"3351","44077","OH","CONCORD",181,179,41.707918,-81.19903
"3352","44077","OH","PAINESVILLE",521,415,41.707918,-81.19903
"3353","44087","OH","TWINSBURG",547,543,41.313304,-81.440435
"3354","44092","OH","WICKLIFFE",538,536,41.597299,-81.458638
"3355","44094","OH","WILLOUGHBY",15,9,41.637997,-81.377383
"3356","44102","OH","CLEVELAND",5,3,41.47225,-81.740305
"3357","44103","OH","CLEVELAND",480,475,41.51805,-81.6425
"3358","44104","OH","CLEVELAND",5,3,41.480502,-81.629599
"3359","44105","OH","CLEVELAND",5,3,41.452502,-81.632912
"3360","44106","OH","CLEVELAND",4352,4153,41.504751,-81.602799
"3361","44107","OH","LAKEWOOD",10,5,41.514849,-81.637249
"3362","44109","OH","CLEVELAND",215,209,41.445963,-81.698483
"3363","44110","OH","CLEVELAND",5,3,41.5641,-81.57156
"3364","44111","OH","CLEVELAND",148,146,41.4595,-81.787006
"3365","44113","OH","CLEVELAND",694,641,41.473782,-81.64297
"3366","44114","OH","CLEVELAND",854,817,41.5145,-81.677302
"3367","44114","OH","INDEPENDENCE",5,2,41.5145,-81.677302
"3368","44115","OH","CLEVELAND",2609,2534,41.490351,-81.675602
"3369","44116","OH","CLEVELAND",5,3,41.469497,-81.849209
"3370","44116","OH","ROCKY RIVER",5,2,41.469497,-81.849209
"3371","44117","OH","CLEVELAND",5,3,41.566834,-81.526142
"3372","44117","OH","EUCLID",20,12,41.566834,-81.526142
"3373","44118","OH","UNIVERSITY HEIGHTS",5,3,41.500752,-81.551645
"3374","44120","OH","CLEVELAND",5,3,41.473102,-81.579746
"3375","44122","OH","BEACHWOOD",948,914,41.473248,-81.505389
"3376","44122","OH","CLEVELAND",196,188,41.473248,-81.505389
"3377","44122","OH","HIGHLAND HILLS",5,3,41.473248,-81.505389
"3378","44122","OH","SHAKER HEIGHTS",11,7,41.473248,-81.505389
"3379","44124","OH","BEACHWOOD",5,3,41.501001,-81.469427
"3380","44124","OH","CLEVELAND",801,793,41.501001,-81.469427
"3381","44124","OH","MAYFIELD HEIGHTS",15,9,41.501001,-81.469427
"3382","44125","OH","CLEVELAND",10,6,41.43349,-81.632298
"3383","44125","OH","VALLEY VIEW",222,179,41.43349,-81.632298
"3384","44126","OH","FAIRVIEW",5,3,41.442927,-81.852959
"3385","44128","OH","CLEVELAND",10,5,41.439352,-81.533893
"3386","44130","OH","CLEVELAND",351,305,41.3826,-81.796406
"3387","44130","OH","MIDDLEBURG HEIGHTS",10,6,41.3826,-81.796406
"3388","44130","OH","PARMA HEIGHTS",181,179,41.3826,-81.796406
"3389","44131","OH","INDEPENDENCE",890,865,41.395652,-81.64231
"3390","44133","OH","N ROYALTON",45,2,41.314603,-81.745102
"3391","44135","OH","CLEVELAND",197,189,41.4797,-81.653799
"3392","44138","OH","OLMSTED TOWNSHIP",5,3,41.4656,-81.768304
"3393","44139","OH","CLEVELAND",16,10,41.386753,-81.440322
"3394","44139","OH","GLENWILLOW",187,182,41.386753,-81.440322
"3395","44139","OH","SOLON",1672,1639,41.386753,-81.440322
"3396","44141","OH","BRECKSVILLE",935,770,41.362052,-81.643247
"3397","44142","OH","BROOKPARK",5,3,41.401,-81.832107
"3398","44142","OH","CLEVELAND",5,3,41.401,-81.832107
"3399","44143","OH","CLEVELAND",700,689,41.55915,-81.48279
"3400","44143","OH","HIGHLAND HEIGHTS",147,145,41.55915,-81.48279
"3401","44143","OH","MAYFIEL VILLAGE",5,3,41.55915,-81.48279
"3402","44143","OH","MAYFIELD VILLAGE",622,620,41.55915,-81.48279
"3403","44143","OH","RICHMOND HEIGHTS",10,6,41.55915,-81.48279
"3404","44145","OH","CLEVELAND",451,447,41.445145,-81.921811
"3405","44145","OH","WESTLAKE",1602,1587,41.445145,-81.921811
"3406","44146","OH","BEDFORD",5,3,41.389054,-81.536842
"3407","44146","OH","BEDFORD HEIGHTS",5,3,41.389054,-81.536842
"3408","44146","OH","OAKWOOD VILLAGE",395,393,41.389054,-81.536842
"3409","44147","OH","BROADVIEW HEIGHTS",5,3,41.314053,-81.673099
"3410","44147","OH","CLEVELAND",5,3,41.314053,-81.673099
"3411","44195","OH","CLEVELAND",275,273,41.685744,-81.672797
"3412","44202","OH","AURORA",192,186,41.311704,-81.292977
"3413","44203","OH","BARBERTON",157,150,41.019655,-81.621195
"3414","44212","OH","BRUNSWICK",5,2,41.206132,-81.82281
"3415","44221","OH","CUYAHOGA FALLS",5,3,41.143906,-81.473585
"3416","44223","OH","CUYAHOGA FALLS",10,6,41.170605,-81.526738
"3417","44234","OH","HIRAM",10,6,41.310354,-81.1652
"3418","44236","OH","HUDSON",31,16,41.244023,-81.476335
"3419","44240","OH","KENT",5,3,41.205705,-81.313278
"3420","44241","OH","STREETSBORO",220,180,41.241655,-81.340528
"3421","44242","OH","KENT",254,251,41.170006,-81.196615
"3422","44251","OH","WESTFIELD CENTER",64,62,41.028837,-81.928342
"3423","44255","OH","MANTUA",5,3,41.282355,-81.229924
"3424","44256","OH","MEDINA",21,12,41.109975,-81.855048
"3425","44260","OH","MOGADORE",5,2,41.026954,-81.404982
"3426","44272","OH","ROOTSTOWN",228,182,41.078728,-81.173572
"3427","44280","OH","VALLEY CITY",10,6,41.233736,-81.917187
"3428","44286","OH","RICHFIELD",694,686,41.235492,-81.621093
"3429","44287","OH","WEST SALEM",5,3,40.925084,-82.070909
"3430","44301","OH","AKRON",5,3,41.012239,-81.507831
"3431","44302","OH","AKRON",5,3,41.090605,-81.539039
"3432","44304","OH","AKRON",5,2,41.083293,-81.506187
"3433","44307","OH","AKRON",1098,1093,41.073207,-81.543889
"3434","44308","OH","AKRON",387,381,41.082455,-81.517438
"3435","44309","OH","AKRON",5,3,41.096205,-81.512338
"3436","44311","OH","AKRON",435,423,41.064955,-81.522838
"3437","44312","OH","AKRON",5,3,41.018961,-81.443312
"3438","44313","OH","AKRON",5,3,41.16112,-81.576591
"3439","44316","OH","AKRON",502,500,41.067506,-81.484686
"3440","44319","OH","AKRON",10,5,40.978755,-81.524376
"3441","44325","OH","AKRON",645,639,41.076425,-81.51026
"3442","44333","OH","AKRON",1232,1207,41.155154,-81.631394
"3443","44432","OH","LISBON",5,3,40.743051,-80.745313
"3444","44507","OH","YOUNGSTOWN",181,179,41.074413,-80.655046
"3445","44514","OH","POLAND",5,3,41.009287,-80.618344
"3446","44555","OH","YOUNGSTOWN",186,146,41.103858,-80.643646
"3447","44601","OH","ALLIANCE",11,7,40.820292,-81.335275
"3448","44622","OH","DOVER",5,3,40.492563,-81.47911
"3449","44667","OH","ORRVILLE",447,445,40.788723,-81.850598
"3450","44683","OH","UHRICHSVILLE",5,3,40.451788,-81.356471
"3451","44691","OH","WOOSTER",473,461,40.830699,-81.895377
"3452","44704","OH","CANTON",5,3,40.799158,-81.345934
"3453","44705","OH","CANTON",5,3,40.830092,-81.330583
"3454","44706","OH","CLEVELAND",5,3,40.741553,-81.430161
"3455","44707","OH","CANTON",10,6,40.759808,-81.350034
"3456","44708","OH","CANTON",181,179,40.825707,-81.436938
"3457","44709","OH","CANTON",5,3,40.80488,-81.387905
"3458","44710","OH","CANTON",1155,1144,40.789508,-81.426988
"3459","44718","OH","CANTON",300,294,40.846532,-81.440791
"3460","44720","OH","CANTON",5,3,40.895607,-81.433036
"3461","44720","OH","NORTH CANTON",649,637,40.895607,-81.433036
"3462","44805","OH","ASHLAND",12,7,40.826965,-82.296131
"3463","44811","OH","BELLEVUE",10,5,41.216488,-82.793687
"3464","44857","OH","NORWALK",5,3,41.204562,-82.573222
"3465","44864","OH","PERRYSVILLE",5,3,40.674683,-82.308743
"3466","44870","OH","SANDUSKY",11,7,41.399129,-82.724417
"3467","44883","OH","TIFFIN",158,152,41.12453,-83.144773
"3468","44903","OH","MANSFIELD",5,3,40.80142,-82.538356
"3469","44904","OH","LEXINGTON",5,3,40.682416,-82.528564
"3470","44906","OH","MANSFIELD",147,145,40.756992,-82.588394
"3471","45002","OH","CLEVES",6,4,39.191546,-84.742376
"3472","45005","OH","FRANKLIN",6,4,39.526049,-84.186961
"3473","45011","OH","CINCINNATI",5,3,39.425137,-84.472925
"3474","45011","OH","HAMILTON",5,3,39.425137,-84.472925
"3475","45014","OH","FAIRFIELD",16,9,39.387357,-84.499743
"3476","45030","OH","HARRISON",157,151,39.244275,-84.736254
"3477","45039","OH","MAINEVILLE",181,179,39.316973,-84.243763
"3478","45040","OH","MASON",2804,2457,39.397999,-84.180906
"3479","45044","OH","LIBERTY TOWNSHIP",181,179,39.418175,-84.424549
"3480","45044","OH","MIDDLETOWN",5,3,39.418175,-84.424549
"3481","45056","OH","OXFORD",434,390,39.479227,-84.68575
"3482","45066","OH","SPRINGBORO",10,5,39.465762,-84.14633
"3483","45069","OH","WEST CHESTER",883,867,39.336058,-84.40536
"3484","45102","OH","AMELIA",148,146,39.014823,-84.205859
"3485","45103","OH","BATAVIA",5,3,39.025905,-84.157048
"3486","45121","OH","GEORGETOWN",5,3,38.981336,-83.903529
"3487","45135","OH","LEESBURG",5,3,39.270862,-83.595228
"3488","45150","OH","MILFORD",363,359,39.016349,-84.197778
"3489","45177","OH","WILMINGTON",723,683,39.444985,-83.824424
"3490","45202","OH","CINCINNATI",4810,4636,39.11026,-84.486142
"3491","45203","OH","CINCINNATI",5,3,39.10886,-84.531993
"3492","45204","OH","CINCINNATI",5,3,39.10016,-84.589645
"3493","45206","OH","CINCINNATI",10,6,39.12616,-84.482642
"3494","45207","OH","CINCINNATI",236,234,39.14311,-84.468842
"3495","45208","OH","CINCINNATI",147,145,39.13786,-84.434891
"3496","45209","OH","CINCINNATI",1242,1083,39.15471,-84.450692
"3497","45212","OH","CINCINNATI",396,348,39.187659,-84.454342
"3498","45212","OH","NORWOOD",5,3,39.187659,-84.454342
"3499","45215","OH","CINCINNATI",16,9,39.214259,-84.464093
"3500","45216","OH","CINCINNATI",6,3,39.200309,-84.485893
"3501","45217","OH","CINCINNATI",5,3,39.166109,-84.495893
"3502","45219","OH","CINCINNATI",1507,1501,39.12851,-84.515191
"3503","45220","OH","CINCINNATI",467,459,39.145559,-84.520093
"3504","45221","OH","CINCINNATI",534,532,39.166759,-84.53822
"3505","45226","OH","CINCINNATI",16,9,39.110111,-84.43088
"3506","45227","OH","CINCINNATI",289,285,39.15926,-84.37284
"3507","45229","OH","CINCINNATI",454,451,39.153559,-84.490043
"3508","45230","OH","CINCINNATI",5,3,39.071262,-84.37584
"3509","45232","OH","CINCINNATI",186,181,39.181109,-84.51166
"3510","45233","OH","CINCINNATI",10,6,39.110994,-84.659396
"3511","45236","OH","CINCINNATI",1284,1268,39.210001,-84.395046
"3512","45237","OH","CINCINNATI",316,309,39.19069,-84.447342
"3513","45240","OH","CINCINNATI",5,3,39.284357,-84.439066
"3514","45241","OH","CINCINNATI",436,417,39.263837,-84.409191
"3515","45242","OH","BLUE ASH",191,185,39.244659,-84.345489
"3516","45242","OH","CINCINNATI",2084,1960,39.244659,-84.345489
"3517","45243","OH","CINCINNATI",5,3,39.18481,-84.344758
"3518","45245","OH","CINCINNATI",191,185,39.068815,-84.280171
"3519","45246","OH","CINCINNATI",374,350,39.283858,-84.474394
"3520","45247","OH","CINCINNATI",5,3,39.220761,-84.641752
"3521","45249","OH","CINCINNATI",1163,1147,39.269226,-84.330686
"3522","45249","OH","SYMMES TOWNSHIP",342,243,39.269226,-84.330686
"3523","45255","OH","CINCINNATI",152,148,39.058412,-84.339639
"3524","45263","OH","CINCINNATI",847,845,39.166759,-84.53822
"3525","45303","OH","ANSONIA",5,3,40.214675,-84.653188
"3526","45309","OH","BROOKVILLE",5,3,39.836157,-84.330392
"3527","45314","OH","CEDARVILLE",338,336,39.747459,-83.759973
"3528","45320","OH","EATON",11,7,39.77485,-84.674889
"3529","45324","OH","FAIRBORN",10,5,39.728549,-84.014834
"3530","45331","OH","GREENVILLE",182,180,40.156478,-84.649068
"3531","45342","OH","DAYTON",686,425,39.641658,-84.27464
"3532","45342","OH","MIAMISBURG",2386,2219,39.641658,-84.27464
"3533","45342","OH","OH",5,3,39.641658,-84.27464
"3534","45365","OH","SIDNEY",406,400,40.293558,-84.209198
"3535","45371","OH","TIPP CITY",5,3,39.941967,-84.16626
"3536","45373","OH","TROY",550,542,40.062621,-84.226398
"3537","45377","OH","VANDALIA",191,185,39.889006,-84.242243
"3538","45380","OH","VERSAILLES",182,179,40.25304,-84.523891
"3539","45384","OH","WILBERFORCE",181,179,39.712811,-83.878088
"3540","45387","OH","YELLOW SPRINGS",5,3,39.760531,-83.8836
"3541","45390","OH","DAYTON",6,3,40.211787,-84.758818
"3542","45390","OH","UNION CITY",5,3,40.211787,-84.758818
"3543","45402","OH","DAYTON",784,762,39.756658,-84.181639
"3544","45403","OH","DAYTON",5,3,39.764658,-84.150738
"3545","45404","OH","DAYTON",187,183,39.794958,-84.163589
"3546","45409","OH","DAYTON",5,3,39.723809,-84.185439
"3547","45409","OH","OAKWOOD",5,3,39.723809,-84.185439
"3548","45410","OH","DAYTON",5,3,39.748008,-84.156938
"3549","45414","OH","DAYTON",152,148,39.805957,-84.199737
"3550","45415","OH","DAYTON",10,6,39.834756,-84.252292
"3551","45417","OH","DAYTON",10,6,39.75344,-84.245841
"3552","45420","OH","DAYTON",5,3,39.717059,-84.134172
"3553","45420","OH","KETTERING",417,413,39.717059,-84.134172
"3554","45424","OH","HUBER HEIGHTS",5,2,39.835257,-84.112288
"3555","45429","OH","KETTERING",10,6,39.684059,-84.163337
"3556","45430","OH","DAYTON",5,3,39.709159,-84.104836
"3557","45431","OH","BEAVERCREEK",5,3,39.757377,-84.056934
"3558","45432","OH","DAYTON",244,182,39.732309,-84.160422
"3559","45434","OH","BEAVERCREEK",5,3,39.750471,-84.268593
"3560","45434","OH","DAYTON",5,3,39.750471,-84.268593
"3561","45435","OH","DAYTON",182,180,39.750471,-84.268593
"3562","45439","OH","DAYTON",702,688,39.749308,-84.19954
"3563","45439","OH","MORAINE",498,492,39.749308,-84.19954
"3564","45440","OH","BEAVERCREEK",5,2,39.675548,-84.121086
"3565","45440","OH","DAYTON",47,4,39.675548,-84.121086
"3566","45449","OH","DAYTON",5,3,39.665109,-84.24009
"3567","45449","OH","WEST CARROLLTON",5,3,39.665109,-84.24009
"3568","45458","OH","DAYTON",1498,1365,39.606209,-84.169519
"3569","45459","OH","DAYTON",982,807,39.646371,-84.171733
"3570","45469","OH","DAYTON",857,853,39.740509,-84.178939
"3571","45502","OH","SPRINGFIELD",186,182,39.917208,-83.854642
"3572","45504","OH","SPRINGFIELD",5,3,39.950457,-83.890862
"3573","45505","OH","SPRINGFIELD",5,3,39.906009,-83.7482
"3574","45631","OH","GALLIPOLIS",304,302,38.793762,-82.2692
"3575","45662","OH","PORTSMOUTH",10,6,38.793214,-82.930576
"3576","45697","OH","WINCHESTER",5,3,38.9163,-83.580733
"3577","45701","OH","ATHENS",324,279,39.339279,-82.013803
"3578","45750","OH","MARIETTA",416,412,39.413446,-81.351051
"3579","45801","OH","LIMA",148,146,40.772147,-84.0471
"3580","45802","OH","LIMA",5,3,40.781785,-84.138566
"3581","45804","OH","LIMA",10,6,40.694996,-84.063491
"3582","45805","OH","BLUFFTON",5,3,40.733043,-84.169749
"3583","45810","OH","ADA",5,3,40.676042,-83.700633
"3584","45822","OH","CELINA",5,3,40.556645,-84.628714
"3585","45839","OH","FINDLAY",5,3,40.993263,-83.650714
"3586","45840","OH","FINDLAY",1005,990,41.015219,-83.664786
"3587","45851","OH","HAVILAND",5,3,41.03321,-84.60076
"3588","45869","OH","NEW BREMEN",551,548,40.504687,-84.2145
"3589","45891","OH","VAN WERT",10,6,40.873247,-84.594525
"3590","46012","IN","ANDERSON",181,179,40.165726,-85.633225
"3591","46013","IN","ANDERSON",5,2,40.05668,-85.674976
"3592","46016","IN","ANDERSON",55,8,40.144894,-85.742377
"3593","46032","IN","CARMEL",4598,4453,40.071102,-86.117215
"3594","46033","IN","CARMEL",10,4,39.974404,-86.082936
"3595","46038","IN","FISHERS",315,309,39.967406,-85.964894
"3596","46060","IN","NOBLESVILLE",25,15,40.073328,-85.999521
"3597","46064","IN","PENDLETON",181,179,40.107304,-85.757678
"3598","46069","IN","SHERIDAN",5,3,40.129468,-86.185273
"3599","46074","IN","WESTFIELD",196,187,40.097028,-86.125716
"3600","46077","IN","ZIONSVILLE",401,396,39.997457,-86.298135
"3601","46122","IN","DANVILLE",5,3,39.766794,-86.530319
"3602","46131","IN","FRANKLIN",5,3,39.469172,-86.068718
"3603","46135","IN","GREENCASTLE",148,146,39.699485,-86.857172
"3604","46140","IN","GREENFIELD",240,236,39.821787,-85.775403
"3605","46142","IN","GREENWOOD",187,183,39.491246,-86.100454
"3606","46143","IN","GREENWOOD",329,325,39.50708,-86.10149
"3607","46158","IN","MOORESVILLE",5,3,39.50942,-86.437089
"3608","46163","IN","NEW PALESTINE",45,2,39.739927,-85.885962
"3609","46168","IN","PLAINFIELD",670,659,39.729892,-86.423412
"3610","46176","IN","SHELBYVILLE",11,6,39.511568,-85.791993
"3611","46181","IN","TRAFALGAR",6,4,39.416652,-86.103674
"3612","46202","IN","INDIANAPOLIS",2151,2114,39.762392,-86.143736
"3613","46203","IN","INDIANAPOLIS",10,6,39.743493,-86.113535
"3614","46204","IN","INDIANAPOLIS",2337,2280,39.772692,-86.158038
"3615","46205","IN","INDIANAPOLIS",5,3,39.822641,-86.129886
"3616","46206","IN","INDIANAPOLIS",723,719,39.761293,-86.161336
"3617","46208","IN","INDIANAPOLIS",394,385,39.832741,-86.190186
"3618","46214","IN","INDIANAPOLIS",861,851,39.792379,-86.287465
"3619","46216","IN","INDIANAPOLIS",544,481,39.864689,-86.013632
"3620","46217","IN","INDIANAPOLIS",5,2,39.678245,-86.197637
"3621","46220","IN","INDIANAPOLIS",157,151,39.86904,-86.10895
"3622","46222","IN","INDIANAPOLIS",196,188,39.783642,-86.207687
"3623","46225","IN","INDIANAPOLIS",461,455,39.743793,-86.167886
"3624","46226","IN","INDIANAPOLIS",10,6,39.832577,-86.083634
"3625","46227","IN","INDIANAPOLIS",276,233,39.678945,-86.130154
"3626","46229","IN","INDIANAPOLIS",5,3,39.798941,-86.035533
"3627","46234","IN","INDIANAPOLIS",5,3,39.808793,-86.316288
"3628","46235","IN","INDIANAPOLIS",310,305,39.84709,-85.974081
"3629","46236","IN","INDIANAPOLIS",10,5,39.868939,-85.976532
"3630","46237","IN","INDIANAPOLIS",107,103,39.742726,-86.171117
"3631","46240","IN","INDIANAPOLIS",1412,1308,39.877991,-86.200688
"3632","46241","IN","INDIANAPOLIS",843,782,39.709624,-86.261389
"3633","46250","IN","INDIANAPOLIS",1623,1602,39.904838,-86.067263
"3634","46254","IN","INDIANAPOLIS",5,3,39.81594,-86.22681
"3635","46256","IN","INDIANAPOLIS",875,868,39.897708,-86.009447
"3636","46259","IN","INDIANAPOLIS",5,2,39.667045,-85.998092
"3637","46260","IN","INDIANAPOLIS",382,370,39.89384,-86.137988
"3638","46268","IN","INDIANAPOLIS",780,762,39.868173,-86.21231
"3639","46278","IN","INDIANAPOLIS",1612,1531,39.872591,-86.276791
"3640","46280","IN","INDIANAPOLIS",21,12,39.9416,-86.115707
"3641","46285","IN","INDIANAPOLIS",1014,1006,39.779492,-86.132837
"3642","46290","IN","INDIANAPOLIS",319,311,39.93731,-86.199445
"3643","46304","IN","CHESTERTON",473,396,41.498946,-87.087021
"3644","46307","IN","CROWN POINT",15,9,41.444409,-87.360089
"3645","46312","IN","EAST CHICAGO",310,306,41.640835,-87.46149
"3646","46319","IN","GRIFFITH",5,3,41.522129,-87.390338
"3647","46321","IN","MUNSTER",15,9,41.550535,-87.502585
"3648","46322","IN","HIGHLAND",5,3,41.577699,-87.47744
"3649","46323","IN","HAMMOND",5,3,41.590519,-87.45644
"3650","46327","IN","HAMMOND",6,3,41.615085,-87.49039
"3651","46342","IN","HOBART",5,3,41.520515,-87.347486
"3652","46347","IN","KOUTS",5,3,41.301319,-87.066825
"3653","46350","IN","LA PORTE",5,3,41.537585,-86.73764
"3654","46360","IN","MICHIGAN CITY",202,192,41.594185,-86.756985
"3655","46383","IN","VALPARAISO",243,192,41.454731,-87.065565
"3656","46409","IN","GARY",181,179,41.545636,-87.304186
"3657","46410","IN","MERRILLVILLE",15,9,41.497212,-87.338656
"3658","46507","IN","BRISTOL",5,3,41.712983,-85.824845
"3659","46514","IN","ELKHART",390,382,41.71873,-85.937024
"3660","46516","IN","ELKHART",191,185,41.620856,-85.897236
"3661","46517","IN","ELKHART",5,3,41.617705,-85.965717
"3662","46526","IN","GOSHEN",5,3,41.584839,-85.858059
"3663","46530","IN","GRANGER",5,3,41.734912,-86.139868
"3664","46544","IN","MISHAWAKA",182,180,41.61536,-86.287884
"3665","46545","IN","MISHAWAKA",186,182,41.696407,-86.304735
"3666","46556","IN","NOTRE DAME",575,569,41.596769,-86.292991
"3667","46563","IN","PLYMOUTH",5,3,41.352997,-86.301486
"3668","46580","IN","WARSAW",412,403,41.2228,-85.860179
"3669","46582","IN","WARSAW",1786,1764,41.254225,-85.849508
"3670","46601","IN","SOUTH BEND",15,9,41.673383,-86.251654
"3671","46613","IN","SOUTH BEND",5,3,41.656573,-86.255696
"3672","46617","IN","SOUTH BEND",1575,1499,41.682897,-86.238906
"3673","46624","IN","SOUTH BEND",542,540,41.733223,-86.283278
"3674","46628","IN","SOUTH BEND",167,157,41.716559,-86.335738
"3675","46635","IN","SOUTH BEND",5,3,41.686358,-86.338666
"3676","46703","IN","ANGOLA",5,3,41.672567,-85.000474
"3677","46706","IN","AUBURN",5,3,41.377758,-85.027689
"3678","46725","IN","COLUMBIA CITY",181,179,41.14956,-85.50042
"3679","46733","IN","DECATUR",5,3,40.81911,-84.93785
"3680","46737","IN","FREMONT",5,3,41.711462,-84.945643
"3681","46741","IN","GRABILL",5,3,41.195015,-84.963984
"3682","46761","IN","LAGRANGE",5,3,41.655135,-85.387208
"3683","46783","IN","ROANOKE",10,6,40.954446,-85.393868
"3684","46802","IN","FORT WAYNE",20,11,41.065397,-85.15842
"3685","46803","IN","FORT WAYNE",601,597,41.065648,-85.084069
"3686","46804","IN","FORT WAYNE",192,186,41.057168,-85.239172
"3687","46805","IN","FORT WAYNE",1154,1145,41.099948,-85.078019
"3688","46809","IN","FORT WAYNE",5,3,41.037097,-85.205071
"3689","46815","IN","FORT WAYNE",5,3,41.141189,-85.072068
"3690","46825","IN","FORT WAYNE",21,12,41.138003,-85.104001
"3691","46835","IN","FORT WAYNE",5,3,41.156698,-85.057218
"3692","46845","IN","FORT WAYNE",147,145,41.095957,-85.084581
"3693","46947","IN","LOGANSPORT",5,3,40.77927,-86.375168
"3694","46952","IN","MARION",649,645,40.519756,-85.636731
"3695","46953","IN","MARION",148,146,40.499959,-85.626401
"3696","46989","IN","UPLAND",5,3,40.455985,-85.62512
"3697","46992","IN","WABASH",5,3,40.801867,-85.791823
"3698","47006","IN","BATESVILLE",843,831,39.19017,-85.229151
"3699","47032","IN","MUNCIE",5,3,39.16259,-84.980417
"3700","47112","IN","CORYDON",5,3,38.1863,-86.145211
"3701","47129","IN","CLARKSVILLE",10,5,38.310958,-85.764463
"3702","47130","IN","JEFFERSONVILLE",314,250,38.404909,-85.716548
"3703","47150","IN","NEW ALBANY",10,6,38.293355,-85.837911
"3704","47201","IN","COLUMBUS",1177,1161,39.191447,-85.891338
"3705","47202","IN","COLUMBUS",5,3,39.192972,-85.885168
"3706","47203","IN","COLUMBUS",778,577,39.241129,-85.827439
"3707","47240","IN","GREENSBURG",5,3,39.299802,-85.491781
"3708","47250","IN","MADISON",381,377,38.804552,-85.420605
"3709","47265","IN","NORTH VERNON",5,3,39.023539,-85.622328
"3710","47274","IN","SEYMOUR",543,539,38.944827,-86.010789
"3711","47303","IN","MUNCIE",153,149,40.280332,-85.383447
"3712","47304","IN","MUNCIE",10,6,40.238544,-85.484122
"3713","47306","IN","MUNCIE",587,584,40.202293,-85.408221
"3714","47331","IN","CONNERSVILLE",5,3,39.656933,-85.168099
"3715","47362","IN","NEW CASTLE",5,3,39.92487,-85.366926
"3716","47371","IN","PORTLAND",5,3,40.431634,-84.983015
"3717","47374","IN","RICHMOND",246,240,39.84081,-85.010442
"3718","47401","IN","BLOOMINGTON",5,3,39.07881,-86.435094
"3719","47402","IN","BLOOMINGTON",396,394,39.173234,-86.501543
"3720","47403","IN","BLOOMINGTON",1345,1331,39.07884,-86.592389
"3721","47404","IN","BLOOMINGTON",196,188,39.25007,-86.580849
"3722","47405","IN","BLOOMINGTON",816,672,39.173447,-86.515145
"3723","47408","IN","BLOOMINGTON",5,3,39.230326,-86.469187
